sLong,sLat,mean,lu_avg_01,lu_avg_02,lu_avg_03,lu_avg_04,lu_avg_05,lu_avg_06,lu_avg_07,lu_avg_08,lu_avg_09,lu_avg_10,lu_avg_11,lu_avg_12,prec,tmin,tmax,soil_avg_01,soil_avg_02,soil_avg_03,soil_avg_04,soil_avg_05,soil_avg_06,soil_avg_07,soil_avg_08,soil_avg_09,soil_avg_10,hydro_avg_01,hydro_avg_02,hydro_avg_03,hydro_avg_04,hydro_avg_05,hydro_avg_06,hydro_avg_07,hydro_avg_08,hydro_avg_09,hydro_avg_10,hydro_avg_11,hydro_avg_12,hydro_avg_13,hydro_avg_14,hydro_avg_15,hydro_avg_16,hydro_avg_17,hydro_avg_18,hydro_avg_19,dem_avg,slope_ave,lentic_lotic01
-92.17083,35.595833,0.4,8,0,65,11,0,0,11,0,0,0,0,2,133053,79,223,30,50,40,38,20,7,14,1457,239,7,147,135,36,8278,330,-42,372,146,35,250,35,1460473,163123,78293,19,450494,309976,450494,309976,325,191,0
-92.154167,34.679165,0.716666666666667,4,0,4,12,7,45,28,0,1,5,0,1,30059244,-8,149,16,69,41,38,21,7,21,1490,239,6,129,152,37,8834,332,-74,406,219,14,242,14,400114796,54414012,12881785,39,148431184,46929646,148431184,46929646,894,90,7
-92.129166,35.604168,0.46,8,0,65,11,0,0,11,0,0,0,0,2,133053,79,223,30,50,40,38,20,7,14,1457,239,7,147,135,36,8278,330,-42,372,146,35,250,35,1460473,163123,78293,19,450494,309976,450494,309976,325,191,0
-91.737503,30.6875,1.74666666666666,3,0,10,15,1,8,62,0,0,0,0,1,264878.2,96,221.6,23,58,35,42,23,3,20,1429,240,1,190,123,41,6575,334,34,300,103,238,271,103,2988353,319025,191015,13,848593,621876,848593,621876,18,12,3
-91.4375,38.712502,3.58333333333333,5,0,1,7,8,43,35,0,0,0,1,1,106126192,0,146,20,70,42,39,19,6,23,1430,240,5,74,145,33,9972,300,-137,437,177,-55,202,-55,1112496400,173724640,35637040,50,473280896,112330076,473280896,112330076,998,122,8
-91.42083,33.729168,7.66666666666667,1,0,1,4,1,11,81,0,1,0,0,1,85723,112,240,27,64,36,42,23,2,25,1391,240,1,171,122,36,7739,337,-1,338,173,226,267,67,915202,97120,54163,17,270266,179108,270266,179108,50,5,2
-91.395836,30.770834,1.8,41,2,16,37,0,1,3,0,0,0,0,0,91387,85,213,29,53,41,39,20,4,19,1464,240,1,188,123,41,6474,330,31,299,101,236,268,101,976613,99408,56586,13,277821,201272,277821,201272,78,52,2
-91.320831,35.037498,1.34285714285714,0,0,5,7,1,14,73,0,0,0,0,0,413131,-5,107,31,62,37,43,20,2,25,1404,240,0,154,122,33,8552,336,-27,363,155,262,262,40,5379264,569087,334660,18,1658341,1104745,1658341,1104745,81,18,3
-91.270836,43.9375,5.76909538232283,0,0,21,16,0,7,55,0,1,0,0,0,8185.4,-54.4666666666667,59.4,31,59,39,44,18,6,22,1511,240,6,74,115,26,11142,288,-155,443,210,-78,210,-78,133930,17337,3552,47,51419,12426,51419,12426,269,122,2
-91.262497,43.920834,3.50087577891457,0,0,21,15,0,8,56,0,1,0,0,1,11274.6666666667,-41.3333333333333,72.1666666666667,31,59,39,44,18,6,22,1511,240,6,75,115,26,11158,288,-154,442,211,-78,211,-78,168375,21777,4469,47,64635,15655,64635,15655,267,128,2
-91.237503,35.270832,1.58333333333333,0,0,4,6,1,14,74,0,0,0,0,0,356896,-6,105,30,62,37,43,21,2,25,1404,240,0,153,122,33,8563,335,-28,363,154,261,261,39,4650837,492675,287768,17,1431164,956959,1431164,956959,84,19,3
-91.195831,30.445833,1.56666666666667,4,0,11,9,5,29,40,0,1,0,0,1,347657920,28,171,24,65,39,41,20,6,22,1453,240,5,99,138,33,9500,306,-105,411,196,-26,219,-26,3783626496,460126144,185256832,28,1307292352,604767888,1307292352,604767888,682,97,8
-91.179169,41.179165,6.0125,0,0,1,4,0,15,79,0,1,0,0,0,3525004,-8,107.5,31,64,23,53,25,3,33,1459,240,2,83,117,27,10964,292,-140,432,217,-67,217,-67,43719903,5904756,1195141,46,16975086,4110046,16975086,4110046,303,32,5
-91.095833,30.379168,1.8375,3,0,5,21,0,10,22,0,38,0,0,0,4613.5,114.5,238.5,22,60,41,37,22,3,20,1442,240,1,194,119,41,6237,328,41,287,270,201,270,110,56560,5848,3128,14,15955,11637,15955,11637,17,14,2
-91.029167,33.320835,4.64,0,0,2,8,2,15,68,0,5,0,0,1,4810,67,186,24,64,38,40,22,1,24,1435,240,1,174,119,36,7656,336,6,330,175,228,269,72,46892,4821,2374,21,13796,7950,13796,7950,38,7,1
-91.004166,32.954166,3.14779853479853,2,0,3,12,4,9,67,0,1,0,0,3,154184.2,69,188.6,29,63,36,41,23,1,26,1399,240,1,174,120,36,7654,334,4,330,176,229,269,71,1532876,161342,78747,21,452221,261563,452221,261563,34,8,2
-90.995834,33.029167,3.57884615384615,2,0,3,12,5,8,66,0,2,0,0,2,112860.75,69.25,188.25,29,64,36,41,23,1,27,1400,240,1,174,120,36,7685,335,4,331,176,229,269,71,1135806,118989,57915,21,335488,193075,335488,193075,34,8,2
-90.95417,32.670834,2.18695652173913,2,0,4,13,4,8,65,0,1,0,0,2,226955.5,93.5,215.5,29,63,36,41,23,1,26,1397,240,1,174,120,36,7608,334,4,330,177,229,268,72,2260233,240847,117155,21,666943,387550,666943,387550,34,8,2
-90.895836,40.337502,7.77125,0,0,4,2,0,12,81,0,0,0,0,0,217187,15,133,25,62,23,51,26,3,28,1458,240,2,105,117,28,10111,305,-102,407,210,-31,230,-31,2417761,283405,88636,32,810207,316558,810207,316558,204,22,4
-90.79583,43.6875,5.91216588173731,0,0,9,6,0,10,74,0,0,0,0,1,1635.07142857143,-53.8571428571429,59.8571428571429,34,61,36,44,20,5,29,1516,240,7,69,117,27,10906,281,-153,434,190,-80,202,-80,25951,3364,688,46,10059,2449,10059,2449,392,52,1
-90.762497,43.695835,6.03111111111111,0,0,11,9,0,8,72,0,0,0,0,0,1556,-60,46,38,61,37,43,20,5,27,1512,240,8,67,116,26,10879,280,-154,434,189,-81,201,-81,25910,3362,684,46,10027,2451,10027,2451,383,63,1
-90.762497,46.612499,1.565,0,0,38,35,0,0,26,0,0,0,0,0,3140,-17,106,58,56,49,38,13,7,20,1463,240,2,47,121,27,10698,262,-176,438,170,-98,178,-98,44074,5720,1258,39,16319,5328,16319,5328,206,23,1
-90.754166,33.604168,2.043125,0,1,0,3,0,14,81,0,0,0,0,0,5858,90,209.5,18,62,33,43,23,1,24,1489,240,1,171,117,35,7878,335,0,335,173,228,269,66,56320,6065,2829,22,17047,9512,17047,9512,39,5,1
-90.737503,33.5625,3.58291074121956,0,0,1,2,0,13,84,0,0,0,0,0,16589.2857142857,59.2857142857143,175.428571428571,19,63,32,44,24,1,25,1467,240,1,171,117,35,7873,335,0,335,173,227,269,66,163937,17563,8233,21,49475,27740,49475,27740,39,4,1
-90.720833,44.287498,0.426666666666667,9,0,22,35,0,4,30,0,0,0,0,0,5627,-71,50,38,59,49,37,13,6,16,1453,240,7,62,131,29,10984,281,-170,451,183,-89,196,-89,89314,11466,2484,45,34117,8680,34117,8680,292,43,1
-90.695831,34.212502,2.66180672268908,3,0,3,10,2,12,70,0,0,0,0,1,23894,108,231,29,62,35,43,22,1,26,1425,240,1,165,118,34,8007,332,-7,339,167,223,265,58,241195,24910,12857,20,72822,42473,72822,42473,50,10,2
-90.679169,33.404167,3.23833333333333,1,0,2,7,2,12,73,0,0,0,0,2,744183.75,63.75,181.25,24,63,33,44,23,1,26,1443,240,1,169,118,35,7888,335,-1,336,171,226,268,64,7419382,788720,381670,21,2239883,1268896,2239883,1268896,41,5,4
-90.67083,33.404167,2.526,1,0,2,7,2,12,73,0,0,0,0,2,752673.4,63.4,181,24,63,33,44,23,1,26,1443,240,1,169,118,35,7888,335,-1,336,171,226,268,64,7415279,788282,381465,21,2238653,1268207,2238653,1268207,41,5,4
-90.67083,33.545834,4.37897812971342,0,0,1,3,0,13,82,0,0,0,0,1,26902.5,79,196.5,19,62,33,44,24,1,25,1478,240,1,171,117,35,7873,335,0,335,173,227,269,66,270880,29025,13607,21,81752,45817,81752,45817,38,4,1
-90.67083,34.245834,4.26428571428572,1,0,0,10,2,9,78,0,0,0,0,0,5103.75,95.25,216.75,21,63,33,43,23,1,27,1481,240,1,165,117,34,8004,332,-6,338,167,223,265,59,50951,5253,2698,20,15342,8873,15342,8873,48,5,1
-90.662498,33.404167,2.88083333333333,1,0,2,7,2,12,73,0,0,0,0,2,760546.4,72.7,191.5,24,63,33,44,23,1,26,1443,240,1,169,118,35,7888,335,-1,336,171,226,268,64,7411168,787844,381258,21,2237422,1267513,2237422,1267513,41,5,4
-90.645836,39.704166,5.55,1,0,2,4,0,12,77,0,3,0,0,1,9408267.75,26,146.5,26,62,26,50,24,3,27,1454,240,2,102,115,29,9985,298,-101,399,204,-34,224,-34,97536968,10696947,4007939,27,31422366,14747153,31422366,14747153,208,25,6
-90.620834,34.079166,3.37276223776224,2,0,2,9,2,11,72,0,0,0,0,1,45929.25,70.75,190,26,62,34,43,23,1,26,1444,240,1,166,117,34,7980,333,-5,338,168,223,266,60,448447,46429,23791,20,135163,78316,135163,78316,49,8,2
-90.512497,33.362499,4.575,0,0,1,5,4,13,71,0,0,0,0,5,3761,69,187.5,21,64,31,44,25,1,26,1420,240,1,174,119,36,7712,336,5,331,175,229,270,71,37409,4015,1888,22,11205,6304,11205,6304,35,4,1
-90.504166,33.354168,6.71291187739464,0,0,1,5,4,14,71,0,0,0,0,5,4085,69.6666666666667,188.666666666667,22,64,31,44,25,1,26,1418,240,1,174,120,36,7695,336,5,331,175,229,270,71,41575,4464,2099,22,12455,7007,12455,7007,35,4,1
-90.412498,38.462502,0.76,0,0,58,7,0,4,29,0,1,0,0,0,847047,-53,79,29,55,36,40,24,7,19,1479,240,7,126,137,34,8986,320,-76,396,178,4,238,4,15522090,1708699,767153,19,4615078,2787052,4615078,2787052,280,80,5
-90.370834,38.954166,5.61666666666667,2,0,9,9,0,10,67,0,1,4,0,2,46635584,-16.5,102.5,35,61,34,47,20,4,26,1470,240,3,77,120,27,10929,288,-148,436,210,-72,210,-72,586503490,74976480,18268932,41,217623360,64385018,217623360,64385018,307,40,7
-90.254166,38.820835,2.43333333333333,2,0,2,7,1,9,16,0,63,0,0,0,8623,-46,61,20,63,30,47,24,4,24,1512,240,5,127,114,29,9557,317,-69,386,226,-1,247,-1,152311,16263,7516,19,46289,27867,46289,27867,171,40,1
-90.254166,41.779167,3.6,3,0,14,13,0,8,58,0,1,0,0,3,23967312,3,131,42,60,41,43,16,5,24,1469,240,3,59,122,26,11429,279,-177,456,199,-97,199,-97,276320982,38009024,7271493,48,110467144,25767392,110467144,25767392,354,47,7
-90.237503,33.420834,3.71701234567901,0,0,2,10,1,12,74,0,0,0,0,0,7558.55555555556,82.2222222222222,206.888888888889,20,61,33,43,24,2,25,1482,240,1,174,123,37,7550,335,7,328,175,228,268,73,74729,8016,3913,21,22369,12962,22369,12962,38,6,1
-89.979164,29.854166,1.575,4,0,11,9,5,29,40,0,1,0,0,1,323637040,-1.5,136.5,24,65,39,41,20,6,22,1453,240,5,99,138,33,9500,306,-105,411,196,-26,219,-26,3787180304,460410016,185552368,28,1308267200,605688512,1308267200,605688512,682,97,8
-89.92083,42.9375,5.11574074074074,0,0,10,6,0,8,77,0,0,0,0,0,10215.6666666667,-50,63.3333333333333,32,60,29,50,21,3,27,1489,240,3,75,116,27,10604,281,-142,423,205,-70,205,-70,156888,19223,5174,38,57108,18502,57108,18502,336,86,2
-89.887497,39.470833,9.82,0,0,1,0,0,13,82,0,0,0,0,2,2015,-56,45,17,60,26,50,23,3,20,1504,240,1,116,117,30,9621,309,-82,391,174,-14,234,-14,38958,4390,1818,23,12261,6551,12261,6551,200,10,0
-89.862503,35.170834,1.8375,3,1,1,18,0,15,39,0,23,0,0,0,15179,77.5,194,19,62,40,39,21,2,23,1526,240,2,160,114,33,8199,328,-13,341,160,218,263,51,146342,15364,8338,19,44871,27481,44871,27481,99,31,1
-89.79583,42.870834,6.182098293863,0,0,9,5,0,8,79,0,0,0,0,0,4606,-47.6666666666667,64.6666666666667,34,60,30,48,21,3,28,1477,240,3,77,116,27,10580,283,-139,422,207,-67,207,-67,71033,8711,2326,38,25688,8458,25688,8458,326,68,2
-89.737503,43.137501,4.54945054945055,0,0,14,3,0,9,74,0,0,0,0,0,9794.75,-32.25,82.75,34,60,37,44,19,5,25,1497,240,6,76,116,27,10615,283,-140,423,207,-68,207,-68,137266,17128,4429,39,50102,15680,50102,15680,306,101,2
-89.729164,36.837502,1.1525,0,0,13,5,1,10,70,0,0,0,0,0,188073,22,144,27,60,35,44,21,4,23,1437,240,1,138,124,32,9014,327,-54,381,140,202,251,16,1746618,188073,108407,17,539983,375111,539983,375111,113,35,3
-89.712502,43.120834,4.33333333333333,0,0,14,3,0,9,74,0,0,0,0,0,4036,-116,-7,34,59,37,44,18,5,25,1498,240,5,76,116,27,10615,283,-140,423,207,-68,207,-68,125074,15604,4036,39,45642,14285,45642,14285,308,98,2
-89.70417,43.329166,2.8,4,0,20,21,0,5,47,0,1,0,0,3,939178,-149,-24,45,56,49,39,12,7,18,1453,240,3,56,122,27,10904,272,-170,442,177,-92,190,-92,32095022,4193964,939178,43,12129042,3382128,12129042,3382128,392,42,5
-89.695831,43.337502,3.94166666666667,4,0,20,21,0,5,47,0,1,0,0,3,938724,-149,-24,45,56,49,38,12,7,18,1453,240,3,56,122,27,10904,272,-170,442,177,-92,190,-92,32080624,4192192,938724,43,12123747,3380535,12123747,3380535,392,42,5
-89.662498,35.354168,6.97916666666667,0,0,9,4,0,9,78,0,0,0,0,0,14263,49,162,22,58,42,39,19,4,20,1486,240,1,157,116,33,8242,328,-16,344,158,216,260,47,140569,14690,7878,19,43011,26469,43011,26469,110,36,1
-89.662498,43.112499,5.56666666666667,0,0,11,2,0,11,76,0,0,0,0,0,2318,-116,-7,34,59,38,44,18,5,25,1504,240,4,76,116,27,10615,283,-140,423,206,-68,206,-68,71957,8982,2318,39,26251,8197,26251,8197,316,98,2
-89.637497,43.120834,3.38006593406593,0,0,9,2,0,13,77,0,0,0,0,0,3054.8,-35.6,76.8,34,59,38,44,18,5,26,1506,240,3,76,115,27,10627,283,-141,424,206,-69,206,-69,43309,5411,1392,39,15802,4916,15802,4916,323,88,1
-89.612503,35.479168,6.49259259259259,0,0,0,0,0,12,88,0,0,0,0,0,5360,47,161,17,62,36,42,22,2,21,1472,240,1,156,118,34,8259,328,-19,347,156,215,259,45,52772,5475,2922,19,16075,9848,16075,9848,104,26,1
-89.587502,46.270832,1.00666666666667,6,1,23,62,0,0,3,0,0,0,0,5,7665,-28,102,64,53,60,31,9,7,15,1388,240,2,37,122,27,10867,252,-185,437,158,-93,170,-110,110773,14303,3643,37,39656,14506,39656,14506,515,37,2
-89.5625,35.445835,7.32857142857143,0,0,2,0,0,13,85,0,0,0,0,0,6570,47,162,17,62,35,43,22,2,21,1470,240,1,156,118,34,8247,327,-20,347,157,215,259,45,64768,6707,3594,19,19698,12120,19698,12120,103,25,1
-89.537498,43.204166,7.00902777777778,0,0,2,1,0,15,81,0,0,0,0,0,3002.5,-66.75,44,26,62,34,47,20,4,28,1512,240,2,75,115,27,10620,282,-140,422,205,-70,205,-70,53534,6713,1717,40,19530,6024,19530,6024,322,73,1
-89.520836,43.104168,3.82167840096412,1,0,1,8,0,18,33,0,22,0,0,16,245.5,-25.1428571428571,88.6428571428571,23,62,39,43,17,5,21,1527,240,2,76,116,27,10554,283,-138,421,206,-67,206,-67,3226,401,104,39,1177,368,1177,368,285,41,1
-89.487503,30.579166,0.497272727272727,31,4,8,33,0,8,14,1,0,0,0,0,17329,90,214,29,49,47,34,19,4,13,1457,240,1,191,119,41,6234,329,40,289,264,197,268,109,178417,18194,8525,16,50200,35761,50200,35761,54,30,1
-89.479164,43.212502,6.375,0,0,1,2,0,16,81,0,0,0,0,0,962,-115,-9,24,62,33,47,20,3,28,1520,240,1,75,115,27,10585,282,-140,422,205,-69,205,-69,29854,3738,962,40,10875,3368,10875,3368,312,45,1
-89.470833,43.162498,7.71347363304296,0,0,0,0,0,14,86,0,0,0,0,0,496.285714285714,-39.2857142857143,74.1428571428571,21,61,33,48,20,3,26,1517,240,1,76,116,27,10555,283,-138,421,206,-67,206,-67,7228,902,234,39,2633,828,2633,828,286,46,1
-89.470833,43.195835,6.42868676957963,0,0,2,1,0,16,81,0,0,0,0,0,5428.07142857143,-44.6428571428571,67,25,62,34,47,20,4,27,1515,240,2,76,115,27,10594,283,-139,422,206,-68,206,-68,81682,10230,2627,40,29789,9217,29789,9217,312,66,1
-89.4375,43.145832,6.16679491283642,0,0,1,1,0,16,81,0,1,0,0,0,13779.9166666667,-43.6666666666667,67.5833333333333,24,62,34,47,19,4,27,1516,240,1,76,115,27,10584,283,-139,422,206,-68,206,-68,205429,25688,6631,39,74838,23353,74838,23353,301,52,2
-89.404167,43.154167,6.8,0,0,1,2,0,14,79,0,2,0,0,0,12907,-113,-9,25,62,35,46,19,4,26,1506,240,2,76,116,27,10565,283,-137,420,206,-67,206,-67,394031,48880,12907,39,142621,45899,142621,45899,294,40,3
-89.362503,43.212502,7.1474056651696,0,0,2,2,0,14,82,0,0,0,0,0,4134.66666666667,-35.1666666666667,76.7777777777778,24,62,33,47,20,4,27,1511,240,1,75,116,27,10580,283,-138,421,205,-68,205,-68,57889,7222,1872,39,21008,6629,21008,6629,301,37,1
-89.354164,30.445833,0.45375,41,5,7,33,0,6,8,0,0,0,0,0,4833,96,212,41,53,53,33,15,4,17,1400,240,0,193,111,40,6165,325,46,279,264,155,268,111,51556,5259,2425,17,15105,10402,15105,10402,30,29,1
-89.270836,46.354168,0.566666666666667,1,0,39,43,0,0,15,0,0,0,0,1,1405,-29,103,60,53,56,34,10,6,17,1393,240,2,39,124,28,10703,257,-179,436,159,-89,170,-105,20282,2518,720,34,6975,2794,6975,2794,494,49,1
-89.17083,42.829166,5.25527777777778,1,0,1,2,0,13,71,0,6,0,0,5,117883.666666667,-47.3333333333333,63.6666666666667,26,61,34,46,19,4,25,1493,240,2,77,116,27,10538,284,-136,420,207,-66,207,-66,1808285,222304,59762,38,654187,213109,654187,213109,287,44,3
-89.104164,42.662498,3.04,0,0,0,0,0,14,86,0,0,0,0,0,1450,-44,61,28,64,21,53,25,3,32,1451,240,2,80,117,27,10472,287,-132,419,210,-62,210,-62,21365,2547,709,36,7593,2609,7593,2609,274,56,1
-89.087502,42.804165,3.2,1,0,4,3,0,13,77,0,1,0,0,2,840224,18,137,30,61,36,45,19,5,26,1487,240,3,76,113,27,10549,284,-136,420,195,-67,206,-67,8925966,1084222,295818,37,3213503,1083388,3213503,1083388,277,34,5
-89.0625,37.179165,1.7,2,0,40,9,0,5,42,0,1,0,0,1,65147620,-49,68,36,54,35,43,22,7,19,1442,240,6,119,126,35,8496,299,-63,362,205,129,225,5,915512188,90486000,59946416,12,260611720,205047288,260611720,205047288,349,124,7
-89.037498,37.204166,1.51666666666667,2,0,40,9,0,5,42,0,1,0,0,1,83572908,24,157,36,54,35,43,22,7,19,1442,240,6,119,126,35,8496,299,-63,362,205,129,225,5,915485520,90483768,59944776,12,260604512,205041400,260604512,205041400,349,124,7
-89.037498,43.770832,3.1,0,0,5,4,0,14,78,0,0,0,0,0,1621,14,136,29,59,38,45,18,5,24,1514,240,2,72,115,27,10704,283,-144,427,192,-73,204,-73,17627,2215,594,38,6317,2084,6317,2084,287,83,1
-89.037498,46.229168,0.67,2,1,30,65,0,0,0,0,0,0,0,1,5364,-29,106,61,53,58,33,9,7,16,1387,240,2,39,125,28,10692,257,-178,435,159,-88,171,-105,75955,9705,2549,37,26851,9923,26851,9923,528,44,1
-88.9375,46.104168,0.37,4,0,29,44,0,0,16,0,0,0,0,6,1788,-30,110,54,54,55,35,9,5,18,1405,240,2,40,128,29,10715,258,-179,437,160,-104,171,-104,24763,3222,804,39,8931,3057,8931,3057,542,68,0
-88.904167,43.845833,2.125,0,0,0,1,0,13,82,0,3,0,0,0,10178,14,132,27,62,35,46,19,4,26,1500,240,2,72,112,26,10722,281,-142,423,192,-73,204,-73,112273,13926,3834,38,40409,13379,40409,13379,282,50,2
-88.854164,41.345833,6.2,1,0,1,4,0,13,72,0,7,0,0,1,4017688,32,153,28,63,30,48,22,3,28,1449,240,2,94,113,28,9970,290,-107,397,217,-41,217,-41,38952426,4305966,1557457,27,12500201,5894451,12500201,5894451,219,23,5
-88.854164,43.095833,4.64666666666666,0,0,3,2,0,14,79,0,0,0,0,2,166202,-48.5,65,28,61,35,46,19,4,27,1490,240,2,77,116,27,10614,286,-137,423,196,-67,207,-67,2594748,317588,87589,37,930862,313805,930862,313805,272,29,4
-88.854164,43.429165,2,1,0,1,2,0,13,72,1,1,0,0,8,47504,16,138,29,62,35,46,20,4,28,1483,240,2,75,115,27,10641,285,-139,424,194,-69,206,-69,506452,63773,17085,37,181660,60810,181660,60810,281,29,3
-88.854164,46.887501,0.36,1,0,45,42,0,0,2,0,0,0,0,10,1517,-27,98,77,52,52,39,10,10,23,1398,240,2,42,117,28,10427,254,-163,417,162,-35,171,-97,23988,2679,1090,25,7683,4059,7683,4059,382,70,1
-88.845833,44.895832,1.09992216280452,0,0,41,15,0,2,41,0,0,0,0,0,29837.8,-23.6,101.8,47,54,52,37,11,8,18,1466,240,4,50,122,28,10777,263,-174,437,169,-97,181,-97,373414,49603,10627,43,141243,39007,141243,39007,395,40,3
-88.837502,42.929165,4.29666666666667,1,0,4,3,0,13,77,0,1,0,0,1,482056.5,-48,62.5,30,61,36,45,19,5,27,1489,240,3,76,113,27,10555,284,-136,420,195,-67,206,-67,7606809,931591,251409,37,2745025,920906,2745025,920906,278,34,5
-88.82917,42.595833,7.675,1,0,1,2,0,14,80,0,1,0,0,1,72264,20,142,31,62,28,50,23,4,30,1461,240,2,81,115,27,10452,288,-129,417,210,-61,210,-61,725072,85914,24436,34,253168,92695,253168,92695,289,33,3
-88.729164,43.1875,3.91,1,0,3,2,0,14,78,0,1,0,0,1,181606.5,-49,59,31,60,37,44,19,5,27,1486,240,3,74,111,26,10559,281,-138,419,193,-69,204,-69,2913400,365447,95082,38,1061716,347734,1061716,347734,289,36,4
-88.662498,46.362499,0.53,4,0,25,61,0,0,7,0,0,0,0,2,1923,-32,109,57,53,61,31,7,6,15,1412,240,3,40,129,30,10534,258,-174,432,170,-101,170,-101,27302,3367,950,36,9607,3554,9607,3554,486,62,0
-88.662498,46.720833,0.54,4,0,27,61,0,0,6,0,0,0,0,1,90569,-32,104,64,53,56,35,9,8,17,1415,240,2,41,125,29,10487,258,-168,426,161,-99,171,-99,1320566,154605,51617,32,447535,194179,447535,194179,453,67,3
-88.637497,43.454166,5.45,1,0,2,2,0,15,79,0,0,0,0,1,94461.5,-50.5,58,32,61,36,45,19,5,27,1486,240,2,73,110,26,10602,280,-139,419,192,-71,203,-71,1514096,191535,49834,38,551133,179634,551133,179634,295,36,4
-88.587502,46.354168,0.486666666666667,5,0,27,60,0,0,6,0,0,0,0,1,2338,-33,108,66,52,60,33,7,8,16,1424,240,3,40,129,29,10522,258,-174,432,159,-101,170,-101,33207,4039,1184,36,11590,4415,11590,4415,474,55,1
-88.57917,40.029167,10.2888888888889,0,0,1,3,0,12,84,0,0,0,0,0,198471.333333333,26,145,25,64,20,53,27,3,30,1424,240,1,106,115,29,9939,299,-93,392,209,-28,228,-28,2058301,232685,93706,25,656950,335921,656950,335921,226,17,3
-88.57917,42.762501,5.3,2,0,2,7,0,17,71,0,1,0,0,1,638,-108,-6,33,61,35,45,20,5,29,1475,240,3,80,113,27,10481,287,-131,418,198,-62,209,-62,19040,2271,638,34,6673,2434,6673,2434,287,20,1
-88.5625,42.637501,4.99503921568628,0,0,0,3,0,16,78,0,3,0,0,0,4544.8,-29.8,78.2,30,61,35,46,20,4,27,1471,240,2,81,113,27,10457,288,-128,416,210,-60,210,-60,60628,7154,2110,33,20946,8096,20946,8096,304,49,1
-88.554169,42.645832,4.20609018759019,0,0,0,3,0,16,77,0,3,0,0,0,4143.6,-29.8,78.2,30,61,35,46,20,4,27,1472,240,2,81,113,27,10448,288,-128,416,210,-60,210,-60,55276,6522,1924,33,19094,7384,19094,7384,304,46,1
-88.54583,42.554165,0.465,4,0,4,12,0,5,34,0,4,0,0,35,3323.5,-41.5,69,35,58,41,42,17,7,24,1475,240,3,82,114,27,10409,289,-126,415,211,-58,211,-58,49345,5801,1719,33,17035,6640,17035,6640,288,111,0
-88.520836,42.637501,7.49045454545454,0,0,0,3,0,14,83,0,0,0,0,0,1883.6,-29.4,78.2,33,61,32,47,21,4,29,1459,240,2,81,113,27,10437,288,-128,416,210,-60,210,-60,25070,2952,874,33,8640,3376,8640,3376,307,42,1
-88.504166,42.570835,0.5,4,0,4,12,0,5,34,0,4,0,0,35,4928,20,141,35,58,41,42,17,7,24,1475,240,3,82,114,27,10409,289,-126,415,211,-58,211,-58,49345,5801,1719,33,17035,6640,17035,6640,288,111,0
-88.470833,46.204166,0.4,3,0,27,60,0,1,7,0,0,0,0,0,13565,-33,106,73,53,55,36,9,7,21,1359,240,2,39,130,30,10540,257,-178,435,157,-103,168,-103,186545,22510,6488,36,65411,24291,65411,24291,476,51,2
-88.462502,43.170834,8.87234693877552,0,0,5,3,0,12,77,0,1,0,0,1,12545,-30,74.4285714285714,26,59,38,44,19,6,23,1506,240,4,73,110,26,10444,279,-137,416,191,-69,202,-69,175164,21790,5618,37,63744,21333,63744,21333,308,44,2
-88.462502,45.762501,0.989583333333333,4,0,25,69,0,0,1,0,0,0,0,0,32681.5,-46,93.5,77,52,61,31,8,7,17,1350,240,2,42,131,29,10599,259,-180,439,160,-102,171,-102,450854,57997,13774,40,164667,52954,164667,52954,476,31,2
-88.412498,43.620834,5.41678740530303,0,0,1,1,0,14,83,0,1,0,0,0,3694.125,-26.375,76.5,32,62,37,44,19,5,28,1499,240,2,72,107,25,10548,276,-138,414,191,-71,201,-71,50157,6297,1638,38,18275,5926,18275,5926,324,36,1
-88.412498,46.029167,0.403333333333333,1,0,29,28,0,3,37,0,0,0,0,2,1597,-30,110,63,54,55,36,8,7,19,1428,240,2,40,132,30,10589,259,-182,441,158,-103,170,-103,21003,2605,659,39,7550,2545,7550,2545,441,82,1
-88.412498,46.537498,0.736666666666667,7,0,21,63,0,0,4,0,0,0,0,5,3942,-35,100,58,53,63,30,7,7,16,1401,240,3,37,124,29,10513,254,-174,428,157,-103,167,-103,55739,6499,2182,31,18854,8104,18854,8104,515,19,1
-88.395836,42.820835,1.53333333333333,4,0,7,11,0,9,63,0,0,0,0,5,1904,-41,57,38,60,39,43,19,6,27,1471,240,4,81,110,26,10371,285,-127,412,199,-59,209,-59,27357,3242,928,34,9576,3557,9576,3557,262,40,1
-88.362503,43.604168,4.91666666666667,0,0,1,2,0,14,83,0,1,0,0,0,6368.5,-18,84.5,34,61,38,44,19,5,28,1497,240,3,72,106,25,10489,276,-137,413,190,-70,201,-70,82092,10301,2679,38,29899,9717,29899,9717,322,37,1
-88.337502,43.595833,2.73766233766234,0,0,1,2,0,14,83,0,0,0,0,0,7239.5,-18,84.5,34,61,38,44,19,5,27,1495,240,3,72,106,25,10496,276,-137,413,191,-70,201,-70,93302,11707,3043,38,33979,11047,33979,11047,322,37,1
-88.29583,33.095833,1.105,0,0,4,17,3,11,63,0,0,0,0,1,29539,56,194,24,65,23,41,36,3,33,1483,240,4,169,132,40,7370,330,0,330,126,223,262,72,261259,29539,14754,21,81519,48104,81519,48104,64,25,1
